place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
9,9,CITY LEGEND(A086),Z Purton,T P Yung,120,1047,10,4,"10                                                            

10                                                            

10                                                            

9",1:40.53,5.6,3(393),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
10,5,VILLA FIONN(B339),M Chadwick,P F Yiu,127,1013,6,4,"7                                                            

7                                                            

8                                                            

10",1:40.54,7.2,3(393),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
11,7,CIRCUIT NUMBER ONE(B373),H T Mo,A S Cruz,118,1069,1,5-3/4,"1                                                            

1                                                            

1                                                            

11",1:40.83,15,3(393),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
12,4,TOUCH OF FAITH(C529),K Teetan,D J Whyte,127,1068,5,7-3/4,"5                                                            

5                                                            

5                                                            

12",1:41.16,80,3(393),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
1,4,GOOD FOR YOU(T265),G van Niekerk,Y S Tsui,129,1049,2,-,"9                                                            

8                                                            

1",1:09.83,7.8,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
2,9,CALIFORNIA RAD(D147),T Piccone,A S Cruz,124,1201,11,SH,"6                                                            

6                                                            

2",1:09.85,7.1,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
3,3,MEHBOOB(C239),M Chadwick,P O'Sullivan,130,1220,8,1,"2                                                            

2                                                            

3",1:09.99,6.2,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
4,5,WINNER'S HEART(D044),Z Purton,F C Lor,128,1220,6,2,"3                                                            

4                                                            

4",1:10.14,3.3,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
5,11,SHINING ON(A359),C Y Ho,K W Lui,122,1021,10,2-1/4,"10                                                            

10                                                            

5",1:10.20,14,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
6,6,CEREFINO(A398),K Teetan,W Y So,126,1064,9,2-1/2,"7                                                            

9                                                            

6",1:10.24,36,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
7,1,LORIZ(C036),K H Chan,P F Yiu,123,1237,4,3,"1                                                            

1                                                            

7",1:10.32,5.1,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
8,12,AURORA STEED(C023),J Moreira,J Size,117,1113,3,3-1/2,"4                                                            

3                                                            

8",1:10.40,8.2,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
9,8,FOREVER SHARP(C467),A Badel,C S Shum,125,1073,5,4-3/4,"5                                                            

5                                                            

9",1:10.58,20,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
10,2,SMART THINKER(D060),N Callan,R Gibson,131,1043,7,9-3/4,"11                                                            

11                                                            

10",1:11.38,331,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
11,10,KING PRINT(C123),H W Lai,C H Yip,124,1126,1,12-1/2,"8                                                            

7                                                            

11",1:11.82,119,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
12,7,DASHING GRACE(C513),M L Yeung,T P Yung,126,1093,12,13-1/4,"12                                                            

12                                                            

12",1:11.96,221,4(394),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
1,1,THUNDER STOMP(V279),G van Niekerk,Y S Tsui,133,1187,6,-,"1                                                            

1                                                            

1                                                            

1",1:40.62,8.9,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
2,4,DOR DOR(C109),K Teetan,J Size,130,1032,7,2-1/4,"8                                                            

8                                                            

7                                                            

2",1:40.99,7,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
3,5,CASA DE FORCA(C289),J Moreira,A S Cruz,129,1199,4,2-3/4,"6                                                            

7                                                            

8                                                            

3",1:41.06,2.8,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
4,2,FLAME LILY(B050),T Piccone,F C Lor,132,1215,5,3-1/4,"4                                                            

4                                                            

5                                                            

4",1:41.14,10,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
5,10,LIGHTNING STEED(B274),M Chadwick,C Fownes,121,1111,10,3-1/4,"2                                                            

2                                                            

2                                                            

5",1:41.14,5.6,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
6,9,MANAGEMENT STAR(B006),C Y Ho,K W Lui,122,1108,1,3-1/2,"12                                                            

12                                                            

9                                                            

6",1:41.17,6.7,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
7,8,TUNG WAH GLORY(D006),M L Yeung,T P Yung,125,1051,8,3-1/2,"10                                                            

10                                                            

11                                                            

7",1:41.17,196,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
8,3,ORIENTAL ELITE(A282),N Callan,P O'Sullivan,131,1142,9,3-1/2,"5                                                            

5                                                            

4                                                            

8",1:41.19,13,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
9,12,BULB ELITE(A183),A Badel,C H Yip,117,1172,12,4-1/4,"11                                                            

11                                                            

12                                                            

9",1:41.29,28,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
10,11,FANTASTIC BOY(D013),K C Leung,W Y So,119,1165,3,4-3/4,"7                                                            

6                                                            

6                                                            

10",1:41.37,28,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
11,7,SNOW AIRJET(D094),H W Lai,P F Yiu,125,1030,2,5,"3                                                            

3                                                            

3                                                            

11",1:41.42,109,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
12,6,SUPREME PATROL(C300),Z Purton,D E Ferraris,126,1184,11,6-1/4,"9                                                            

9                                                            

10                                                            

12",1:41.63,42,5(395),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/02/05
1,5,MASSIVE POCKET(B246),C Y Ho,K W Lui,125,1052,12,-,"9                                                            

9                                                            

1",1:09.58,7.1,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
2,1,SPEED VISION(B211),K H Chan,F C Lor,123,1187,5,1-1/2,"1                                                            

1                                                            

2",1:09.82,17,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
3,11,RELENTLESS ME(A178),K Teetan,D J Whyte,119,1182,9,2,"3                                                            

4                                                            

3",1:09.91,7.9,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
4,9,G UNIT(C329),G van Niekerk,J Moore,120,1027,2,2-1/4,"4                                                            

3                                                            

4",1:09.96,3.5,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
5,3,JUMBO HAPPINESS(V315),Z Purton,C Fownes,129,1172,3,2-1/2,"8                                                            

5                                                            

5",1:09.97,13,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
6,12,E STAR(C132),M F Poon,K L Man,116,1038,7,3-1/4,"10                                                            

10                                                            

6",1:10.10,6.9,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
7,8,VERY RICH MAN(V286),H T Mo,L Ho,118,1096,11,3-1/4,"2                                                            

2                                                            

7",1:10.11,152,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
8,10,STARLIGHT(V273),M Chadwick,C H Yip,120,1088,8,4-1/4,"11                                                            

11                                                            

8",1:10.28,18,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
9,6,CALIFORNIA TURBO(C077),T Piccone,A S Cruz,124,1159,6,6,"5                                                            

8                                                            

9",1:10.53,6.4,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
10,7,BLOTTING PAPER(D043),K C Leung,R Gibson,122,1129,4,6-1/2,"7                                                            

7                                                            

10",1:10.64,27,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
11,4,BABY(C271),A Badel,K H Ting,127,1155,10,14-3/4,"6                                                            

6                                                            

11",1:11.95,7.3,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
WV-A,2,SPECIAL STARS(C010),J Moreira,J Size,132,---,---,---,---,---,---,6(396),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
1,11,NABOO STAR(B366),C Y Ho,C Fownes,116,1053,6,-,"9                                                            

9                                                            

9                                                            

1",1:38.97,8,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
2,1,FLYING QUEST(A071),M F Poon,D J Hall,131,1087,1,1-1/2,"7                                                            

7                                                            

8                                                            

2",1:39.19,10,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
3,7,JOLLY HONOUR(C080),G van Niekerk,Y S Tsui,123,1043,2,1-3/4,"8                                                            

8                                                            

6                                                            

3",1:39.23,6.1,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
4,9,TRIUMPHANT HORSE(B430),H N Wong,K H Ting,113,1106,9,4-1/4,"11                                                            

11                                                            

10                                                            

4",1:39.64,27,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
5,3,BEAR AGAIN(C301),J Moreira,D E Ferraris,127,1053,8,4-3/4,"2                                                            

3                                                            

3                                                            

5",1:39.74,2.5,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
6,10,MIGHTY POWER(C094),M L Yeung,T P Yung,115,1034,7,5-1/2,"6                                                            

6                                                            

5                                                            

6",1:39.84,145,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
7,8,HAR HAR HEART(A224),L Hewitson,J Size,117,1148,12,5-3/4,"12                                                            

12                                                            

12                                                            

7",1:39.89,82,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
8,6,SMART LEADER(B456),T Piccone,A S Cruz,124,1143,10,6,"3                                                            

2                                                            

2                                                            

8",1:39.91,34,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
9,2,MAGNIFICENT(C121),Z Purton,L Ho,132,1132,11,6,"1                                                            

1                                                            

1                                                            

9",1:39.93,5.5,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
10,5,EARTH TRILOGY(C211),N Callan,J Moore,123,1070,3,6-1/4,"5                                                            

5                                                            

7                                                            

10",1:39.97,81,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
11,4,HORSESAIN BOLT(D061),K Teetan,D J Whyte,126,1192,4,9-3/4,"4                                                            

4                                                            

4                                                            

11",1:40.52,6.4,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
12,12,JOYFUL MOMENTS(T134),H T Mo,R Gibson,111,1154,5,9-3/4,"10                                                            

10                                                            

11                                                            

12",1:40.53,217,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
WV,,PLANET STAR(A049),N Callan,P O'Sullivan,126,---,---,---,---,---,---,7(397),Class 3 - 1650M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
1,8,THIS IS CLASS(B420),C Y Ho,K W Lui,121,1158,6,-,"1                                                            

1                                                            

1",1:09.50,1.9,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
2,4,MERIDIAN GENIUS(C067),J Moreira,A T Millard,125,1126,9,2,"7                                                            

7                                                            

2",1:09.81,3.6,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
3,9,FLYING SWORD(C463),H W Lai,Y S Tsui,119,1042,1,2,"3                                                            

3                                                            

3",1:09.83,22,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
4,3,FEARLESS FIRE(B085),N Callan,C Fownes,127,1198,4,3-1/4,"5                                                            

4                                                            

4",1:10.02,25,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
5,1,SUPER TURBO(V310),Z Purton,D J Hall,133,1074,10,3-1/4,"9                                                            

9                                                            

5",1:10.04,9,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
6,7,MAGIC SUPREME(D144),G van Niekerk,J Moore,121,1089,7,3-3/4,"2                                                            

2                                                            

6",1:10.11,44,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
7,12,RIGHT HONOURABLE(A164),H T Mo,R Gibson,113,1047,2,4-1/4,"6                                                            

5                                                            

7",1:10.17,32,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
8,2,SEVENTH SEA(D134),L Hewitson,D E Ferraris,129,1020,11,5-1/2,"11                                                            

10                                                            

8",1:10.39,194,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
9,5,SMOOTHIES(D233),A Badel,C S Shum,123,1141,3,5-3/4,"10                                                            

11                                                            

9",1:10.42,95,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
10,6,FLYING GENIUS(D071),K Teetan,A S Cruz,121,1170,12,6,"4                                                            

6                                                            

10",1:10.44,6.3,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
11,10,TOP MILITARY(B424),M L Yeung,T P Yung,118,1100,8,8-3/4,"12                                                            

12                                                            

11",1:10.89,435,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
12,11,UNIQUE TREASURE(C141),K C Leung,K H Ting,117,1111,5,8-3/4,"8                                                            

8                                                            

12",1:10.90,202,8(398),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/02/05
1,12,EL JEFE(C466),Z Purton,C H Yip,124,1087,13,-,"11                                                            

14                                                            

1",0:57.18,8.8,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
2,3,ZERO HEDGE(A221),M Chadwick,J Size,132,1138,4,3/4,"1                                                            

1                                                            

2",0:57.32,21,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
3,6,DUBLIN STAR(C436),J Moreira,K L Man,128,1228,12,1-1/2,"8                                                            

2                                                            

3",0:57.41,1.9,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
4,14,HERE COMES TED(C457),H N Wong,D E Ferraris,118,1161,1,2,"3                                                            

4                                                            

4",0:57.51,32,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
5,7,FIGHTER BOY(D152),G van Niekerk,P F Yiu,128,1124,11,2,"13                                                            

12                                                            

5",0:57.52,15,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
6,1,SUMSTREETSUMWHERE(B283),N Callan,L Ho,133,1080,10,2-1/4,"10                                                            

5                                                            

6",0:57.56,33,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
7,8,QIPAO BOSS(D207),M F Poon,D J Hall,126,1060,9,3-1/2,"2                                                            

3                                                            

7",0:57.75,22,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
8,11,STOCK LEGEND(D039),A Badel,K H Ting,128,1113,5,4-3/4,"12                                                            

13                                                            

8",0:57.96,111,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
9,2,HAPPY VICTORY(B195),M L Yeung,T P Yung,132,1101,3,5-3/4,"7                                                            

7                                                            

9",0:58.11,30,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
10,10,SPICY GRILL(D159),C Y Ho,K W Lui,128,1024,8,7-1/4,"14                                                            

11                                                            

10",0:58.33,101,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
11,9,SMART WONGCHOY(D208),K Teetan,D J Whyte,128,1099,7,8-1/2,"5                                                            

6                                                            

11",0:58.55,3.5,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
12,13,AIOLOS(C040),K C Leung,W Y So,121,1158,14,10-1/2,"9                                                            

10                                                            

12",0:58.84,91,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
13,5,BRAVE BABY(C066),C Schofield,A S Cruz,128,1068,2,13-1/4,"6                                                            

8                                                            

13",0:59.30,96,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
14,4,ALL THE WAY(D027),L Hewitson,A T Millard,128,1066,6,13-1/2,"4                                                            

9                                                            

14",0:59.35,62,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
WV,,TRUST ME(C134),---,C H Yip,129,---,---,---,---,---,---,1(399),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
1,7,SAVVY SEVEN(B314),A Badel,J Moore,132,1088,1,-,"9                                                            

6                                                            

5                                                            

6                                                            

1",1:49.12,7.9,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
2,8,SHINEALOT(C046),Z Purton,P O'Sullivan,132,1064,12,N,"6                                                            

5                                                            

6                                                            

5                                                            

2",1:49.17,10,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
3,10,MCMUNIGAL(B335),H N Wong,D J Hall,126,1039,13,3/4,"1                                                            

3                                                            

4                                                            

3                                                            

3",1:49.25,34,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
4,9,GREAT HARVEST(B390),M Chadwick,K L Man,130,1115,7,1-1/4,"3                                                            

1                                                            

1                                                            

2                                                            

4",1:49.31,10,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
5,5,AMAZING AGILITY(V192),J Moreira,L Ho,132,992,6,2-3/4,"10                                                            

11                                                            

12                                                            

13                                                            

5",1:49.55,4.3,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
6,1,BRING IT ON(V407),M F Poon,C H Yip,131,1130,4,3-1/4,"4                                                            

4                                                            

3                                                            

4                                                            

6",1:49.63,11,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
7,13,ART OF RAW(V368),K Teetan,C W Chang,124,1071,14,3-3/4,"2                                                            

2                                                            

2                                                            

1                                                            

7",1:49.70,32,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
8,2,CHIU CHOW KID(T412),K C Leung,T P Yung,133,1205,2,4,"12                                                            

10                                                            

8                                                            

8                                                            

8",1:49.76,42,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
9,4,LITTLE GENERAL(C096),T Piccone,C S Shum,133,1069,8,4-1/4,"7                                                            

9                                                            

7                                                            

7                                                            

9",1:49.79,4,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
10,6,GOLD VELVET(V400),C Schofield,A T Millard,132,1193,5,4-3/4,"5                                                            

7                                                            

9                                                            

9                                                            

10",1:49.88,35,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
11,3,GOLDEN KID(V232),N Callan,K W Lui,133,1080,3,7,"8                                                            

8                                                            

10                                                            

10                                                            

11",1:50.25,11,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
12,11,SKY GEM(C251),C Y Ho,C Fownes,128,1199,10,8,"11                                                            

12                                                            

11                                                            

11                                                            

12",1:50.40,11,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
13,12,WONDERFUL TIGER(A235),G van Niekerk,W Y So,125,1086,11,9,"14                                                            

14                                                            

14                                                            

12                                                            

13",1:50.58,23,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
14,14,BANDY(C282),H T Mo,R Gibson,110,1011,9,10-3/4,"13                                                            

13                                                            

13                                                            

14                                                            

14",1:50.84,238,2(400),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Sha Tin,2020/02/08
1,11,EXCEL DELIGHT(C006),J Moreira,J Size,115,1131,7,-,"8                                                            

6                                                            

1",1:09.60,4.9,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
2,3,DOLLAR REWARD(A305),Z Purton,C S Shum,132,1087,6,1/2,"2                                                            

2                                                            

2",1:09.67,4.7,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
3,1,CONFUCIUS DAY(C272),K H Chan,C W Chang,123,1148,5,1-3/4,"1                                                            

1                                                            

3",1:09.88,6.9,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
4,9,WAYFOONG CHARMER(B437),K Teetan,P O'Sullivan,120,1112,11,2-1/4,"9                                                            

8                                                            

4",1:09.96,6.7,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
5,8,MOMENTUM HAPPY(C423),A Badel,T P Yung,120,1089,1,4,"4                                                            

3                                                            

5",1:10.23,6.5,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
6,12,PLEASANT GUY(B060),K C Leung,L Ho,116,1209,2,4,"6                                                            

5                                                            

6",1:10.25,17,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
7,4,BULLETPROOF(D219),M Chadwick,P F Yiu,125,1097,10,6-1/4,"7                                                            

9                                                            

7",1:10.61,83,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
8,2,TEAM FORTUNE(T306),T Piccone,W Y So,133,1142,8,7,"10                                                            

10                                                            

8",1:10.71,36,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
9,5,CHARGE ON(D162),M F Poon,D J Hall,122,1146,9,7-1/4,"12                                                            

12                                                            

9",1:10.77,17,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
10,7,GOLDEN EFFORT(A427),H N Wong,D E Ferraris,117,1082,3,10-1/4,"5                                                            

7                                                            

10",1:11.23,50,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
11,6,BRIGHT KID(C060),G van Niekerk,D J Whyte,123,1167,4,10-1/2,"11                                                            

11                                                            

11",1:11.26,5.8,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
12,10,JOY AVENUE(C340),L Hewitson,C H Yip,116,1162,12,12,"3                                                            

4                                                            

12",1:11.54,121,3(401),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/02/08
1,12,FANTASTIC SHOW(A207),J Moreira,Y S Tsui,120,1089,8,-,"11                                                            

9                                                            

9                                                            

1",1:22.07,2.5,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
