place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
13,9,LOVING A BOOM(C122),C Schofield,R Gibson,120,1205,12,11,"8                                                            

6                                                            

13",0:56.84,13,8(648),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/05/09
14,10,SPEED VISION(B211),M L Yeung,F C Lor,120,1187,4,13-3/4,"4                                                            

8                                                            

14",0:57.30,237,8(648),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/05/09
1,10,BUDDIES(C019),C L Chau,J Moore,111,1169,4,-,"2                                                            

3                                                            

3                                                            

1",1:20.88,3.9,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
2,8,AMAZING ONE PLUS(D173),M F Poon,C S Shum,118,1113,3,1-1/4,"9                                                            

7                                                            

6                                                            

2",1:21.08,201,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
3,4,DECRYPT(D129),Z Purton,F C Lor,126,1044,8,1-1/4,"10                                                            

9                                                            

8                                                            

3",1:21.09,7,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
4,11,MORETHANLUCKY(A039),K H Chan,F C Lor,113,1215,7,2-1/4,"1                                                            

1                                                            

1                                                            

4",1:21.25,13,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
5,1,BEAUTY LEGACY(D023),J Moreira,J Size,133,1182,5,2-3/4,"11                                                            

11                                                            

10                                                            

5",1:21.32,3.6,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
6,2,TIME TO CELEBRATE(A367),C Schofield,J Size,132,1106,2,3-1/2,"6                                                            

6                                                            

7                                                            

6",1:21.44,14,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
7,12,BALLISTIC KING(C231),K Teetan,K H Ting,119,1088,9,4,"5                                                            

8                                                            

9                                                            

7",1:21.50,6.5,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
8,6,DRAGON GENERAL(T400),V Borges,Y S Tsui,122,1088,11,4,"13                                                            

13                                                            

12                                                            

8",1:21.51,47,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
9,5,CALIFORNIA WHIP(A114),N Callan,A S Cruz,123,1134,6,4,"3                                                            

4                                                            

5                                                            

9",1:21.52,16,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
10,7,KINGS SHIELD(C071),M L Yeung,F C Lor,122,1151,12,6-1/2,"7                                                            

10                                                            

11                                                            

10",1:21.92,85,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
11,3,GOOD STANDING(B105),A Hamelin,J Moore,128,1260,1,7-1/4,"4                                                            

5                                                            

4                                                            

11",1:22.03,14,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
12,13,TRANSCENDENT(D126),M Chadwick,A S Cruz,117,1067,13,11-3/4,"8                                                            

2                                                            

2                                                            

12",1:22.75,14,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
13,9,ARROGANT(D025),C Y Ho,C Fownes,120,1110,10,13-1/2,"12                                                            

12                                                            

13                                                            

13",1:23.05,96,9(649),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,800,000",Sha Tin,2020/05/09
1,6,ASSIMILATE(C160),A Hamelin,K H Ting,128,1099,11,-,"13                                                            

14                                                            

14                                                            

1",1:21.39,9.1,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
2,4,RIGHT CHOICE(C013),Z Purton,F C Lor,130,1053,12,HD,"10                                                            

11                                                            

12                                                            

2",1:21.42,6.5,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
3,10,FARHH ABOVE(C148),J Moreira,D J Whyte,127,1080,7,3/4,"9                                                            

9                                                            

7                                                            

3",1:21.53,3.1,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
4,8,ALL IN MIND(D200),K Teetan,A S Cruz,127,1191,5,1-1/2,"5                                                            

5                                                            

4                                                            

4",1:21.63,4.1,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
5,11,STAR OF YUEN LONG(C303),C Schofield,K L Man,125,1102,6,1-1/2,"2                                                            

2                                                            

2                                                            

5",1:21.64,27,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
6,1,BEAUTY RUSH(C475),M Chadwick,J Size,131,1169,3,1-3/4,"3                                                            

4                                                            

3                                                            

6",1:21.66,15,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
7,2,KYRUS UNICORN(D267),B Shinn,C W Chang,131,1077,14,2-1/4,"14                                                            

13                                                            

13                                                            

7",1:21.74,312,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
8,12,WAR ROOM(B414),K H Chan,D J Hall,117,1120,13,2-1/2,"12                                                            

12                                                            

9                                                            

8",1:21.79,13,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
9,9,CIRCUIT GLORY(A402),H T Mo,A S Cruz,124,1046,1,3,"7                                                            

6                                                            

8                                                            

9",1:21.89,37,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
10,3,NOBLE STEED(A326),C Y Ho,K W Lui,130,1155,8,4-1/4,"11                                                            

10                                                            

11                                                            

10",1:22.09,27,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
11,14,SINCERE BOY(D318),M F Poon,P F Yiu,116,1146,9,6,"4                                                            

3                                                            

5                                                            

11",1:22.37,244,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
12,5,SUPER STAR(B380),V Borges,A T Millard,130,1074,4,6-1/2,"6                                                            

7                                                            

6                                                            

12",1:22.42,28,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
13,7,MONICA(B271),K C Leung,J Moore,128,1042,2,6-1/2,"8                                                            

8                                                            

10                                                            

13",1:22.45,30,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
14,13,SIMPLE ELEGANT(B464),M L Yeung,P F Yiu,121,1091,10,7-1/2,"1                                                            

1                                                            

1                                                            

14",1:22.60,13,10(650),Class 3 - 1400M - (85-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/05/09
1,11,YEE CHEONG LUCKY(B357),C Wong,A T Millard,111,1051,3,-,"8                                                            

8                                                            

1",1:10.47,18,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
2,7,SUPREME PLUS(C252),C Y Ho,F C Lor,127,1100,2,SH,"6                                                            

5                                                            

2",1:10.49,4.6,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
3,1,THE ABRAXAS(C212),J Moreira,Y S Tsui,133,1159,10,SH,"3                                                            

2                                                            

3",1:10.50,2.4,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
4,3,GALAXY RACER(C245),B Shinn,C Fownes,131,1116,7,1/2,"10                                                            

9                                                            

4",1:10.55,9.4,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
5,6,HARBOUR ALERT(T254),M F Poon,C W Chang,126,1286,1,3-1/2,"1                                                            

1                                                            

5",1:11.05,25,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
6,5,GREAT SON(A423),M Chadwick,P O'Sullivan,130,1054,8,3-3/4,"5                                                            

4                                                            

6",1:11.06,16,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
7,8,JUNZI(V274),N Callan,W Y So,125,979,9,4-3/4,"11                                                            

10                                                            

7",1:11.22,14,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
8,9,LIGHTNING MISSILE(A281),K H Chan,K L Man,115,1190,5,6-1/2,"4                                                            

6                                                            

8",1:11.50,33,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
9,10,JIMSON THE DRAGON(C017),A Hamelin,C H Yip,119,1039,4,7-1/4,"7                                                            

7                                                            

9",1:11.64,9.4,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
10,12,BANDY(C282),T H So,R Gibson,111,1036,12,7-3/4,"12                                                            

12                                                            

10",1:11.72,193,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
11,2,ISLAND WINNER(C088),C Schofield,P F Yiu,132,1216,6,10-3/4,"9                                                            

11                                                            

11",1:12.17,16,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
12,4,CHUNGHWA JINGSHEN(D148),H T Mo,L Ho,127,1116,11,15,"2                                                            

3                                                            

12",1:12.87,19,1(651),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
1,8,INDIGENOUS STAR(A081),M F Poon,C W Chang,118,1064,2,-,"6                                                            

6                                                            

4                                                            

1",1:39.18,21,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
2,1,CHARITY WINGS(B003),B Shinn,C S Shum,133,1096,6,HD,"9                                                            

9                                                            

7                                                            

2",1:39.22,19,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
3,11,COURAGEOUS DRAGON(C015),J Moreira,W Y So,115,1162,3,1,"4                                                            

4                                                            

3                                                            

3",1:39.32,3.2,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
4,10,SMILING SUCCESS(C250),C Wong,K H Ting,111,1198,1,2-1/2,"1                                                            

1                                                            

1                                                            

4",1:39.56,13,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
5,7,ELECTRIC LIGHTNING(A189),A Hamelin,D E Ferraris,122,1032,5,2-3/4,"10                                                            

10                                                            

10                                                            

5",1:39.62,12,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
6,6,SUMSTREETSUMWHERE(B283),Z Purton,L Ho,125,1070,4,3,"3                                                            

3                                                            

2                                                            

6",1:39.66,2.5,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
7,4,RIGHTEOUS MATE(A419),K C Leung,A T Millard,127,1192,11,3-3/4,"11                                                            

11                                                            

12                                                            

7",1:39.79,29,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
8,3,ROMAN IMPERO(V371),C Schofield,C H Yip,128,1196,7,4,"5                                                            

5                                                            

5                                                            

8",1:39.82,11,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
9,5,STAR MAJESTIC(S093),N Callan,P O'Sullivan,127,1132,8,5-1/4,"7                                                            

7                                                            

8                                                            

9",1:40.01,19,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
10,2,HOME MADE(D069),H T Mo,Y S Tsui,130,1195,10,6-1/4,"8                                                            

8                                                            

9                                                            

10",1:40.19,26,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
11,9,DOUBLE TAKE(D205),M Chadwick,C Fownes,117,1182,12,11-1/2,"12                                                            

12                                                            

11                                                            

11",1:41.01,143,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
12,12,GALAXY EMPEROR(D107),V Borges,A S Cruz,115,1081,9,20-1/4,"2                                                            

2                                                            

6                                                            

12",1:42.41,30,2(652),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
1,1,VICTORIOUS LEADER(B288),A Hamelin,C H Yip,133,1034,12,-,"11                                                            

11                                                            

1",1:10.48,16,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
2,12,TIGERLAD(C243),C Wong,A T Millard,108,1124,2,SH,"1                                                            

1                                                            

2",1:10.49,8,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
3,10,EXPONENTS(A031),Z Purton,Y S Tsui,120,1125,8,3/4,"9                                                            

7                                                            

3",1:10.60,6,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
4,5,ROMAN ODYSSEY(A092),C Y Ho,K L Man,132,1119,3,1-3/4,"4                                                            

4                                                            

4",1:10.77,10,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
5,2,AURORA STEED(C023),J Moreira,J Size,132,1118,1,1-3/4,"3                                                            

3                                                            

5",1:10.77,3.3,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
6,4,GOUTEN OF GARO(A291),B Shinn,D E Ferraris,132,1106,10,2,"2                                                            

2                                                            

6",1:10.78,42,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
7,8,FOX CHEUNGER(B187),M Chadwick,K W Lui,124,998,6,3-1/2,"7                                                            

8                                                            

7",1:11.02,5.4,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
8,6,SPEEDY MISSILE(C281),C Schofield,K H Ting,131,1133,9,3-3/4,"10                                                            

10                                                            

8",1:11.06,36,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
9,3,FLYING NOBLE(A267),M F Poon,T P Yung,130,1227,4,3-3/4,"6                                                            

6                                                            

9",1:11.10,24,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
10,7,FLYING MONKEY(T361),V Borges,J Moore,127,1053,5,6-1/2,"5                                                            

5                                                            

10",1:11.50,7.7,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
11,9,DR LUCKY STAR(C335),T H So,D J Hall,119,1029,7,6-1/2,"12                                                            

12                                                            

11",1:11.50,171,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
12,11,SHOW MISSION(T436),K C Leung,C W Chang,120,1111,11,11-1/2,"8                                                            

9                                                            

12",1:12.33,18,3(653),Class 5 - 1200M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2020/05/13
1,3,COMPASSION SPIRIT(D167),Z Purton,K L Man,132,1102,10,-,"4                                                            

3                                                            

1",1:10.14,3.1,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
2,1,HONEST WAY(B200),B Shinn,D E Ferraris,133,1231,3,2,"8                                                            

8                                                            

2",1:10.47,4.7,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
3,2,MASTER ALBERT(A296),A Hamelin,W Y So,133,1138,6,2-1/2,"7                                                            

5                                                            

3",1:10.53,12,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
4,4,PERFECT PAIR(C027),M L Yeung,K H Ting,131,1095,8,3-1/2,"10                                                            

10                                                            

4",1:10.71,16,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
5,8,THOU SHALL SING(B047),C Y Ho,K W Lui,127,1055,5,3-1/2,"2                                                            

2                                                            

5",1:10.71,4.1,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
6,11,DAILY BEAUTY(D070),K C Leung,C Fownes,118,1162,7,4-1/4,"9                                                            

9                                                            

6",1:10.80,30,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
7,9,HAPPY TANGO(D075),C Schofield,D J Whyte,123,1198,11,5-3/4,"6                                                            

6                                                            

7",1:11.04,13,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
8,12,HAPPY WINNER(B450),M F Poon,C W Chang,114,1087,9,5-3/4,"11                                                            

11                                                            

8",1:11.07,27,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
9,10,SOLAR VICTORY(C365),V Borges,P F Yiu,122,1180,4,9,"3                                                            

4                                                            

9",1:11.56,57,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
10,5,MAGIC SUPREME(D144),N Callan,J Moore,130,1098,1,9-1/2,"1                                                            

1                                                            

10",1:11.64,8.1,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
11,7,ROSSE SCARPE(D081),H T Mo,Y S Tsui,124,1067,2,11,"5                                                            

7                                                            

11",1:11.90,77,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
WV,6,EIGHT TRIGRAMS(C102),J Moreira,D J Hall,127,---,---,---,---,---,---,4(654),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
1,9,DAILY DELIGHT(D261),B Shinn,D J Whyte,124,1117,4,-,"10                                                            

10                                                            

1",0:57.52,6.1,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
2,6,WINNER'S HEART(D044),N Callan,F C Lor,126,1207,2,SH,"5                                                            

4                                                            

2",0:57.53,5.6,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
3,2,WE THE SOUTH(D149),V Borges,J Moore,128,1123,9,N,"1                                                            

1                                                            

3",0:57.56,7.1,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
4,1,FORZA ANGEL(B333),H T Mo,Y S Tsui,126,1036,11,1/2,"3                                                            

2                                                            

4",0:57.61,13,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
5,4,EXCELLENT CHARIOT(D156),A Hamelin,P F Yiu,127,1084,1,1-1/2,"9                                                            

7                                                            

5",0:57.76,6.8,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
6,12,OVERSUBSCRIBED(C361),C Y Ho,D J Hall,118,1126,7,1-3/4,"11                                                            

11                                                            

6",0:57.80,8.9,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
7,8,EVERBRAVE(A364),K C Leung,K L Man,125,1203,10,1-3/4,"4                                                            

3                                                            

7",0:57.81,59,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
8,11,PRAWN YEAH YEAH(B381),M F Poon,R Gibson,117,1154,8,2,"12                                                            

12                                                            

8",0:57.83,33,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
9,5,SUPER ALLIANCES(C472),M Chadwick,J Size,127,1038,12,2-1/4,"7                                                            

6                                                            

9",0:57.88,27,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
10,7,BEAUT BEAUT(A315),T H So,L Ho,123,1158,3,2-1/2,"8                                                            

9                                                            

10",0:57.90,43,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
11,3,WINNING WAYS(B332),J Moreira,C S Shum,128,1193,6,2-3/4,"6                                                            

8                                                            

11",0:57.94,5.7,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
12,10,DR PROACTIVE(A345),C Schofield,K H Ting,124,1057,5,2-3/4,"2                                                            

5                                                            

12",0:57.97,8.8,5(655),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2020/05/13
1,3,SMART LEADER(B456),J Moreira,A S Cruz,123,1127,2,-,"3                                                            

3                                                            

1",1:09.58,3.2,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
2,10,BIG FORTUNE(B220),T H So,D J Whyte,115,1049,10,3/4,"7                                                            

7                                                            

2",1:09.69,14,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
3,4,HIGHLAND FORTUNE(C292),C Y Ho,K W Lui,122,1068,6,3/4,"4                                                            

4                                                            

3",1:09.73,18,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
4,1,BEAUTY AMIGO(C124),A Hamelin,J Moore,133,1073,11,2-3/4,"2                                                            

2                                                            

4",1:10.02,7.7,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
5,5,E STAR(C132),K C Leung,K L Man,121,1045,7,3,"11                                                            

11                                                            

5",1:10.05,17,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
6,2,JUMBO HAPPINESS(V315),N Callan,C Fownes,130,1152,9,3-1/2,"9                                                            

8                                                            

6",1:10.14,25,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
7,11,STAR LUCK(C257),K H Chan,F C Lor,109,1036,1,4-3/4,"1                                                            

1                                                            

7",1:10.33,5,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
8,8,BUNDLE OF DELIGHT(D236),M Chadwick,D J Hall,118,1022,5,5,"10                                                            

10                                                            

8",1:10.39,14,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
9,9,NAMJONG SINGS(C480),C Schofield,C S Shum,118,1194,3,5,"5                                                            

5                                                            

9",1:10.39,3.9,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
10,7,SEVENTH SEA(D134),M L Yeung,D E Ferraris,120,1005,4,6-1/2,"6                                                            

6                                                            

10",1:10.61,41,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
11,6,STAY CHILL(D189),H W Lai,W Y So,121,1006,8,6-1/2,"8                                                            

9                                                            

11",1:10.64,199,6(656),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
1,1,VICTORIAM(C186),Z Purton,K W Lui,133,1147,7,-,"3                                                            

3                                                            

1",1:09.93,2.8,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
2,7,GRADE ONE(A010),V Borges,P O'Sullivan,119,1192,1,1-3/4,"4                                                            

5                                                            

2",1:10.20,9.1,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
3,4,CALIFORNIA CONCORD(D067),N Callan,A S Cruz,124,1254,10,2,"1                                                            

2                                                            

3",1:10.23,8.7,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
4,12,SPLIT OF A SECOND(B027),M F Poon,L Ho,112,1060,4,2-3/4,"7                                                            

6                                                            

4",1:10.36,12,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
5,6,HALL OF CHAMP(D169),M Chadwick,D J Hall,120,1063,6,2-3/4,"6                                                            

7                                                            

5",1:10.36,7.3,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
6,3,TELECOM PUMA(C181),C Schofield,K H Ting,126,1132,3,2-3/4,"2                                                            

1                                                            

6",1:10.36,8.2,7(657),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2020/05/13
